,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,open-close,low-high,target,day,month,year,is_quarter_end
0,2019-01-02 05:00:00+00:00,37.31704092254397,38.27110983065456,37.158028825152165,38.04704666137695,148158800,0.0,0.0,-0.7300057388329861,-1.1130810055023943,0,2,1,2019,0
1,2019-01-03 05:00:00+00:00,34.68853448964476,35.10774717441252,34.21150190093667,34.25727844238281,365248800,0.0,0.0,0.43125604726194666,-0.8962452734758557,1,3,1,2019,0
2,2019-01-04 05:00:00+00:00,34.821046596420665,35.78957048261351,34.64517158459947,35.71969985961914,234428400,0.0,0.0,-0.8986532631984758,-1.144398898014046,0,4,1,2019,0
3,2019-01-07 05:00:00+00:00,35.82570421919123,35.85702578324151,35.151110519098395,35.64019012451172,219111200,0.0,0.0,0.18551409467951174,-0.7059152641431155,1,7,1,2019,0
4,2019-01-08 05:00:00+00:00,36.03290415586282,36.577399452769846,35.78234264868386,36.31960678100586,164101200,0.0,0.0,-0.286702625143036,-0.7950568040859878,1,8,1,2019,0
5,2019-01-09 05:00:00+00:00,36.44970298066382,37.23030475951507,36.0497685042445,36.93637466430664,180396400,0.0,0.0,-0.4866716836428182,-1.1805362552705745,1,9,1,2019,0
6,2019-01-10 05:00:00+00:00,36.74123105784579,37.09539272673214,36.346112392207765,37.05443572998047,143122800,0.0,0.0,-0.31320467213468106,-0.7492803345243786,0,10,1,2019,0
7,2019-01-11 05:00:00+00:00,36.8327810505452,37.03033852859674,36.50270981425763,36.69063186645508,108092800,0.0,0.0,0.14214918409012256,-0.5276287143391087,0,11,1,2019,0
8,2019-01-14 05:00:00+00:00,36.34370467687646,36.444893200571336,35.950993946443,36.138916015625,129756800,0.0,0.0,0.2047886612514631,-0.4938992541283369,1,14,1,2019,0
9,2019-01-15 05:00:00+00:00,36.20396905646894,36.95565737394702,36.15096501600668,36.878562927246094,114843600,0.0,0.0,-0.6745938707771515,-0.8046923579403398,1,15,1,2019,0
10,2019-01-16 05:00:00+00:00,36.88096366130279,37.55555740031637,36.8616891343321,37.32908630371094,122278800,0.0,0.0,-0.44812264240814415,-0.6938682659842641,1,16,1,2019,0
11,2019-01-17 05:00:00+00:00,37.15079733583589,37.9844031124343,36.92432625355956,37.55073547363281,119284800,0.0,0.0,-0.3999381377969229,-1.0600768588747371,1,17,1,2019,0
12,2019-01-18 05:00:00+00:00,37.94585233059942,38.03740540468266,37.5796437105062,37.78202438354492,135004000,0.0,0.0,0.1638279470545001,-0.45776169417646173,0,18,1,2019,0
13,2019-01-22 05:00:00+00:00,37.68324782165633,37.76034225308797,36.770135949649614,36.93396759033203,121576000,0.0,0.0,0.749280231324299,-0.9902063034383559,1,22,1,2019,0
14,2019-01-23 05:00:00+00:00,37.13875165707498,37.377269786206085,36.54848352976996,37.08333969116211,92522400,0.0,0.0,0.055411965912867345,-0.8287862564361248,0,23,1,2019,0
15,2019-01-24 05:00:00+00:00,37.12911627368137,37.218257741933535,36.55812267219149,36.78940963745117,101766000,0.0,0.0,0.33970663623019703,-0.6601350697420472,1,24,1,2019,0
16,2019-01-25 05:00:00+00:00,37.45919170659436,38.09764812349299,37.17972020433405,38.00850296020508,134142000,0.0,0.0,-0.5493112536107176,-0.9179279191589345,0,25,1,2019,0
17,2019-01-28 05:00:00+00:00,37.53386745848359,37.66396958329927,37.02069747529215,37.65674209594727,104768400,0.0,0.0,-0.12287463746368132,-0.6432721080071175,0,28,1,2019,0
18,2019-01-29 05:00:00+00:00,37.64469317210589,38.09763529674933,37.12911160147031,37.26643753051758,166348800,0.0,0.0,0.3782556415883107,-0.9685236952790177,1,29,1,2019,0
19,2019-01-30 05:00:00+00:00,39.331185674162384,40.029869890986674,38.603587825605416,39.81303787231445,244439200,0.0,0.0,-0.4818521981520689,-1.4262820653812582,1,30,1,2019,0
