,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,open-close,low-high,target,day,month,year,is_quarter_end
0,2019-01-02 05:00:00+00:00,29.451459177171035,30.44968083231603,29.40429803656562,30.33177947998047,5537100,0.0,0.0,-0.8803203028094337,-1.0453827957504096,1,2,1,2019,0
1,2019-01-03 05:00:00+00:00,30.622605716194418,30.701207634396777,30.2453255038929,30.50470733642578,7137300,0.0,0.0,0.11789837976863637,-0.45588213050387694,1,3,1,2019,0
2,2019-01-04 05:00:00+00:00,31.10206514621736,31.50292741025789,30.98416377482746,31.463624954223636,9336700,0.0,0.0,-0.36155980800627674,-0.5187636354304281,1,4,1,2019,0
3,2019-01-07 05:00:00+00:00,31.204251289494227,31.68371254809259,31.10993197581556,31.56581115722656,6114300,0.0,0.0,-0.36155986773233195,-0.5737805722770304,0,7,1,2019,0
4,2019-01-08 05:00:00+00:00,31.58152632561353,31.64440485822677,31.30642712351233,31.463624954223636,5654900,0.0,0.0,0.11790137138989465,-0.3379777347144426,1,8,1,2019,0
5,2019-01-09 05:00:00+00:00,31.746580551104632,31.91950173406912,31.557941986376026,31.72300148010254,6914500,0.0,0.0,0.02357907100209289,-0.36155974769309296,1,9,1,2019,0
6,2019-01-10 05:00:00+00:00,31.6601256809746,32.037405876966645,31.5422273063026,31.99024772644043,4822500,0.0,0.0,-0.33012204546583135,-0.495178570664045,0,10,1,2019,0
7,2019-01-11 05:00:00+00:00,31.61297033524884,31.77016818209192,31.495068951759794,31.62869071960449,5746300,0.0,0.0,-0.015720384355649486,-0.275099230332124,1,11,1,2019,0
8,2019-01-14 05:00:00+00:00,31.55794871610861,31.966666692965,31.51078756569138,31.770166397094727,4976000,0.0,0.0,-0.21221768098611804,-0.4558791272736187,0,14,1,2019,0
9,2019-01-15 05:00:00+00:00,31.64440810560341,31.95095110300358,31.40860833698206,31.62869071960449,4860400,0.0,0.0,0.01571738599892214,-0.5423427660215197,0,15,1,2019,0
10,2019-01-16 05:00:00+00:00,31.345726106975075,31.612966612840324,31.33000572447049,31.534364700317383,4168900,0.0,0.0,-0.18863859334230781,-0.2829608883698356,1,16,1,2019,0
11,2019-01-17 05:00:00+00:00,31.298559679156902,31.69942186950448,31.235681158103016,31.542221069335938,4345300,0.0,0.0,-0.2436613901790352,-0.46374071140146356,1,17,1,2019,0
